	Token	Polarity	StdDev	Grades
5711	revenges	-1.9	0.7	[-2, -3, -2, -1, -1, -2, -3, -2, -1, -2]
5712	revered	2.3	1.1	[3, 3, 1, 3, 3, 3, 0, 3, 3, 1]
5713	revive	1.4	1.11355	[4, 0, 2, 1, 1, 0, 2, 2, 1, 1]
5714	revives	1.6	0.4899	[1, 1, 2, 2, 1, 2, 2, 2, 1, 2]
5715	reward	2.7	0.78102	[3, 4, 1, 2, 3, 3, 2, 3, 3, 3]
5716	rewardable	2.0	1.0	[3, 1, 4, 3, 1, 2, 1, 2, 2, 1]
5717	rewarded	2.2	0.74833	[1, 2, 3, 2, 2, 4, 2, 2, 2, 2]
5718	rewarder	1.6	0.8	[1, 2, 3, 1, 1, 3, 2, 1, 1, 1]
5719	rewarders	1.9	0.83066	[1, 2, 2, 1, 3, 3, 1, 2, 1, 3]
5720	rewarding	2.4	0.8	[3, 4, 2, 2, 1, 3, 3, 2, 2, 2]
5721	rewardingly	2.4	0.8	[3, 2, 3, 4, 3, 2, 2, 2, 1, 2]
5722	rewards	2.1	0.83066	[2, 1, 3, 4, 2, 2, 2, 2, 1, 2]
5723	rich	2.6	0.8	[2, 3, 2, 4, 4, 3, 2, 2, 2, 2]
5724	richened	1.9	0.83066	[3, 2, 2, 1, 3, 1, 2, 3, 1, 1]
5725	richening	1.0	1.34164	[2, 2, 0, 0, -1, 1, 2, 3, -1, 2]
5726	richens	0.8	0.9798	[1, 0, 3, 0, 0, 0, 1, 2, 1, 0]
5727	richer	2.4	1.2	[1, 4, 2, 1, 2, 4, 4, 1, 3, 2]
5728	riches	2.4	1.0198	[2, 4, 1, 1, 2, 4, 3, 2, 3, 2]
5729	richest	2.4	1.11355	[4, 4, 2, 2, 3, 0, 2, 2, 3, 2]
5730	richly	1.9	0.53852	[2, 2, 2, 2, 3, 1, 2, 2, 1, 2]
5731	richness	2.2	0.74833	[2, 3, 2, 2, 2, 2, 2, 1, 4, 2]
5732	richnesses	2.1	0.9434	[2, 1, 2, 2, 3, 1, 3, 1, 4, 2]
5733	richweed	0.1	0.3	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
5734	richweeds	-0.1	0.3	[0, 0, 0, 0, 0, 0, 0, 0, 0, -1]
5735	ridicule	-2.0	0.63246	[-2, -2, -2, -2, -3, -2, -1, -2, -1, -3]
5736	ridiculed	-1.5	0.5	[-1, -1, -1, -2, -2, -2, -1, -2, -1, -2]
5737	ridiculer	-1.6	0.91652	[-1, -1, -1, -2, -2, 0, -1, -3, -2, -3]
5738	ridiculers	-1.6	0.66332	[-2, -1, -1, -2, -3, -2, -1, -2, -1, -1]
5739	ridicules	-1.8	0.6	[-1, -1, -2, -2, -2, -2, -1, -2, -2, -3]
5740	ridiculing	-1.8	0.6	[-2, -3, -2, -1, -1, -2, -2, -1, -2, -2]
5741	ridiculous	-1.5	0.67082	[-3, -2, -1, -1, -2, -1, -2, -1, -1, -1]
5742	ridiculously	-1.4	0.8	[-1, -2, -1, 0, -2, -1, -1, -3, -1, -2]
5743	ridiculousness	-1.1	1.51327	[-1, -1, -1, -2, -1, 3, -3, -2, -1, -2]
5744	ridiculousnesses	-1.6	1.11355	[-3, 0, -2, -2, -1, -1, -1, -4, -1, -1]
5745	rig	-0.5	1.0247	[0, 0, 0, 0, -2, 0, 0, 0, -3, 0]
5746	rigged	-1.5	1.0247	[-2, -3, -2, -1, -1, -2, 1, -1, -2, -2]
5747	rigid	-0.5	0.67082	[-2, -1, 0, 0, 0, 0, 0, -1, -1, 0]
5748	rigidification	-1.1	0.9434	[-1, -2, 0, 0, 0, -2, -2, -2, 0, -2]
5749	rigidifications	-0.8	0.9798	[-2, -1, 0, 0, -2, -1, 0, 1, -2, -1]
5750	rigidified	-0.7	1.00499	[0, -1, 0, 0, 0, 0, -2, 0, -1, -3]
5751	rigidifies	-0.6	0.8	[0, -1, 0, 0, 0, 0, -2, 0, -1, -2]
5752	rigidify	-0.3	0.64031	[0, 0, 0, 0, -1, 0, 0, 0, -2, 0]
5753	rigidities	-0.7	0.78102	[0, -1, 0, 0, 0, 0, -2, -1, -1, -2]
5754	rigidity	-0.7	0.64031	[-1, 0, -1, 0, -1, 0, -2, 0, -1, -1]
5755	rigidly	-0.7	0.45826	[-1, -1, -1, -1, 0, 0, -1, 0, -1, -1]
5756	rigidness	-0.3	1.00499	[0, -1, -1, 0, 2, -1, -1, -1, 1, -1]
5757	rigorous	-1.1	1.51327	[-2, -3, 1, 0, 1, 0, -1, -1, -3, -3]
5758	rigorously	-0.4	1.28062	[0, 2, 1, 0, -1, 0, -1, -1, -3, -1]
5759	riot	-2.6	1.0198	[-3, 0, -3, -2, -3, -3, -3, -4, -3, -2]
5760	riots	-2.3	0.78102	[-2, -3, -3, -2, -1, -1, -3, -2, -3, -3]
5761	risk	-1.1	0.7	[-1, -1, 0, -2, -1, 0, -2, -2, -1, -1]
5762	risked	-0.9	0.7	[-1, -2, 0, 0, -1, 0, -2, -1, -1, -1]
5763	risker	-0.8	0.4	[-1, -1, -1, 0, -1, 0, -1, -1, -1, -1]
5764	riskier	-1.4	0.91652	[0, -3, -1, 0, -1, -2, -1, -2, -2, -2]
5765	riskiest	-1.5	1.0247	[-2, -3, -1, -1, -3, 0, -1, -2, 0, -2]
5766	riskily	-0.7	1.34536	[-1, -2, -1, -1, 3, 0, -1, -1, -1, -2]
5767	riskiness	-1.3	1.00499	[-3, -1, -1, 0, -1, 0, -1, -3, -2, -1]
5768	riskinesses	-1.6	0.91652	[-2, -1, -1, 0, -3, -1, -2, -1, -3, -2]
5769	risking	-1.3	1.1	[0, 0, -2, 0, -1, -3, -3, -1, -2, -1]
5770	riskless	1.3	0.9	[2, 1, 0, 1, 1, 1, 2, 3, 0, 2]
5771	risks	-1.1	0.9434	[-1, 0, -1, -1, 0, 0, -2, -1, -3, -2]
5772	risky	-0.8	0.9798	[-1, 1, -1, -1, -1, 0, 0, -1, -3, -1]
5773	rob	-2.6	0.8	[-2, -4, -3, -2, -3, -4, -2, -2, -2, -2]
5774	robber	-2.6	1.0198	[-4, -1, -2, -3, -2, -1, -4, -3, -3, -3]
5775	robed	-0.7	0.9	[-2, 0, 0, 0, 0, -2, 0, -2, -1, 0]
5776	robing	-1.5	1.56525	[0, 0, 0, 0, -2, -3, -3, -4, -3, 0]
5777	robs	-2.0	1.0	[-2, -1, -3, -2, -2, -1, -4, -3, -1, -1]
5778	robust	1.4	1.42829	[1, 0, 0, 1, 4, 0, 2, 3, 3, 0]
5779	roflcopter	2.1	0.53852	[2, 2, 2, 1, 3, 2, 3, 2, 2, 2]
5780	romance	2.6	0.66332	[2, 3, 4, 2, 3, 2, 3, 2, 3, 2]
5781	romanced	2.2	0.87178	[2, 3, 2, 4, 2, 1, 2, 3, 1, 2]
5782	romancer	1.3	1.1	[0, 0, 2, 2, 2, 2, 3, 2, 0, 0]
5783	romancers	1.7	1.00499	[0, 2, 2, 2, 2, 2, 1, 3, 0, 3]
5784	romances	1.3	0.9	[0, 1, 2, 2, 2, 2, 2, 2, 0, 0]
5785	romancing	2.0	0.89443	[4, 1, 1, 2, 2, 2, 2, 1, 3, 2]
5786	romantic	1.7	0.78102	[2, 2, 2, 1, 2, 3, 2, 2, 0, 1]
5787	romantically	1.8	0.87178	[3, 1, 2, 0, 1, 2, 2, 2, 3, 2]
5788	romanticise	1.7	1.61555	[-1, 4, 2, 1, 3, 1, 3, 3, 2, -1]
5789	romanticised	1.7	0.9	[2, 2, 2, 2, 2, 2, 3, 0, 2, 0]
5790	romanticises	1.3	1.1	[2, 2, 1, 1, 1, 2, 3, -1, 2, 0]
5791	romanticising	2.7	0.78102	[3, 3, 3, 2, 1, 3, 2, 3, 4, 3]
5792	romanticism	2.2	1.32665	[1, 4, 2, 1, 3, 1, 3, 3, 4, 0]
5793	romanticisms	2.1	0.9434	[2, 3, 2, 1, 2, 3, 3, 2, 3, 0]
5794	romanticist	1.9	1.3	[1, 4, 2, 0, 3, 1, 2, 3, 3, 0]
5795	romanticists	1.3	1.00499	[2, 0, 0, 1, 3, 3, 1, 1, 1, 1]
5796	romanticization	1.5	1.36015	[1, 3, 2, 2, -1, 2, 0, 1, 4, 1]
5797	romanticizations	2.0	1.0	[4, 1, 3, 1, 2, 3, 1, 2, 2, 1]
5798	romanticize	1.8	0.9798	[2, 2, 1, 1, 2, 1, 3, 3, 3, 0]
5799	romanticized	0.9	1.22066	[0, 1, 1, 3, -1, 0, 1, 1, 3, 0]
5800	romanticizes	1.8	0.87178	[2, 3, 2, 1, 2, 3, 0, 1, 2, 2]
5801	romanticizing	1.2	1.07703	[0, 1, 2, 1, 3, 0, 1, 1, 0, 3]
5802	romantics	1.9	0.83066	[2, 3, 2, 1, 0, 2, 3, 2, 2, 2]
5803	rotten	-2.3	0.78102	[-2, -3, -1, -3, -3, -1, -3, -2, -3, -2]
5804	rude	-2.0	0.44721	[-2, -1, -3, -2, -2, -2, -2, -2, -2, -2]
5805	rudely	-2.2	0.87178	[-3, -2, -3, -1, -2, -4, -2, -2, -1, -2]
5806	rudeness	-1.5	0.67082	[-2, -1, -1, -1, -1, -3, -2, -2, -1, -1]
5807	ruder	-2.1	0.83066	[-2, -1, -4, -2, -3, -1, -2, -2, -2, -2]
5808	ruderal	-0.8	1.46969	[-3, 0, -1, -2, 0, -1, -3, 0, 2, 0]
5809	ruderals	-0.4	0.66332	[0, -1, 0, -2, 0, -1, 0, 0, 0, 0]
5810	rudesby	-2.0	0.7746	[-2, -3, -2, -2, -1, -3, -1, -1, -2, -3]
5811	rudest	-2.5	0.5	[-3, -2, -3, -3, -2, -2, -2, -3, -2, -3]
5812	ruin	-2.8	0.87178	[-3, -3, -1, -4, -4, -3, -3, -2, -2, -3]
5813	ruinable	-1.6	0.8	[-1, -2, -1, -3, -1, -3, -1, -1, -2, -1]
5814	ruinate	-2.8	0.87178	[-4, -4, -3, -3, -1, -3, -3, -3, -2, -2]
5815	ruinated	-1.5	1.56525	[0, -4, 0, -4, -1, -2, 0, -1, -3, 0]
5816	ruinates	-1.5	1.56525	[0, -4, 0, -4, -1, -2, 0, -1, -3, 0]
5817	ruinating	-1.5	1.20416	[-2, -2, -2, -3, 0, -1, 1, -3, -1, -2]
5818	ruination	-2.7	1.00499	[-4, -4, -3, -3, -2, -1, -3, -3, -3, -1]
5819	ruinations	-1.6	1.35647	[-2, -2, -3, -4, 0, -1, 1, -2, -1, -2]
5820	ruined	-2.1	0.7	[-3, -2, -2, -1, -2, -2, -3, -3, -1, -2]
5821	ruiner	-2.0	0.63246	[-1, -3, -2, -2, -1, -2, -3, -2, -2, -2]
5822	ruing	-1.6	0.91652	[-2, -1, -2, -1, -1, -1, -3, 0, -3, -2]
5823	ruining	-1.0	1.94936	[-3, -3, 0, -2, 1, -3, 2, -2, 2, -2]
5824	ruinous	-2.7	0.78102	[-2, -3, -3, -3, -3, -4, -2, -3, -1, -3]
5825	ruinously	-2.6	0.8	[-3, -2, -2, -3, -1, -3, -4, -2, -3, -3]
5826	ruinousness	-1.0	1.09545	[-1, -2, -3, -1, -1, -2, 1, 0, -1, 0]
5827	ruins	-1.9	0.9434	[-1, -2, -1, -2, -1, -2, -4, -1, -3, -2]
5828	sabotage	-2.4	0.91652	[-3, -3, -3, -2, -2, -4, -2, -3, -1, -1]
5829	sad	-2.1	0.9434	[-1, -1, -2, -2, -3, -2, -3, -2, -4, -1]
5830	sadden	-2.6	0.4899	[-2, -3, -2, -3, -2, -3, -2, -3, -3, -3]
5831	saddened	-2.4	0.4899	[-3, -2, -3, -2, -3, -3, -2, -2, -2, -2]
5832	saddening	-2.2	0.4	[-3, -2, -2, -2, -2, -2, -3, -2, -2, -2]
5833	saddens	-1.9	0.7	[-3, -1, -1, -1, -2, -2, -2, -2, -3, -2]
5834	sadder	-2.4	0.91652	[-2, -2, -3, -4, -3, -1, -3, -1, -2, -3]
5835	saddest	-3.0	0.63246	[-4, -3, -2, -3, -3, -2, -3, -4, -3, -3]
5836	sadly	-1.8	0.6	[-2, -2, -2, -1, -2, -3, -2, -1, -1, -2]
5837	sadness	-1.9	0.3	[-2, -1, -2, -2, -2, -2, -2, -2, -2, -2]
5838	safe	1.9	0.3	[2, 1, 2, 2, 2, 2, 2, 2, 2, 2]
5839	safecracker	-0.7	1.61555	[-3, -2, 0, -3, 0, -2, 0, 1, 2, 0]
5840	safecrackers	-0.9	1.04403	[-1, 0, -2, 0, -1, 0, 0, -3, 0, -2]
5841	safecracking	-0.9	0.9434	[0, 0, 0, 0, -2, 0, -1, -2, -2, -2]
5842	safecrackings	-0.7	1.67631	[-2, -1, -2, -4, 2, -1, -1, 0, 1, 1]
5843	safeguard	1.6	0.4899	[2, 2, 1, 1, 1, 2, 2, 2, 2, 1]
5844	safeguarded	1.5	0.92195	[1, 2, 2, 0, 2, 0, 3, 1, 2, 2]
5845	safeguarding	1.1	0.7	[2, 1, 1, 0, 1, 0, 2, 1, 1, 2]
5846	safeguards	1.4	0.66332	[1, 2, 1, 1, 0, 2, 2, 2, 2, 1]
5847	safekeeping	1.4	0.66332	[3, 1, 1, 2, 1, 1, 2, 1, 1, 1]
5848	safelight	1.1	1.22066	[0, 3, 0, 2, 0, 3, 0, 2, 1, 0]
5849	safelights	0.8	1.07703	[0, 3, 1, 0, 0, 2, 0, 2, 0, 0]
5850	safely	2.2	0.74833	[2, 2, 2, 3, 4, 2, 2, 1, 2, 2]
5851	safeness	1.5	0.67082	[1, 1, 1, 1, 3, 1, 2, 2, 2, 1]
5852	safer	1.8	0.6	[2, 1, 2, 3, 2, 2, 1, 1, 2, 2]
5853	safes	0.4	0.8	[0, 0, 2, 0, 0, 0, 0, 0, 2, 0]
5854	safest	1.7	1.61555	[2, 2, 2, 2, -3, 3, 3, 2, 2, 2]
5855	safeties	1.5	1.0247	[2, 0, 1, 3, 2, 1, 3, 1, 0, 2]
5856	safety	1.8	0.6	[2, 2, 2, 2, 1, 1, 2, 3, 1, 2]
5857	safetyman	0.3	0.64031	[0, 0, 0, 0, 2, 0, 1, 0, 0, 0]
5858	salient	1.1	1.22066	[1, 3, 0, -1, 0, 1, 2, 1, 1, 3]
5859	sappy	-1.0	1.18322	[-2, -1, 2, -2, -2, 0, -1, -1, -2, -1]
5860	sarcasm	-0.9	0.7	[0, -2, -1, -1, 0, 0, -1, -1, -2, -1]
5861	sarcasms	-0.9	0.7	[0, -1, 0, -1, -1, -2, 0, -1, -1, -2]
5862	sarcastic	-1.0	0.7746	[-1, -1, -1, -1, -1, -1, -1, -2, 1, -2]
5863	sarcastically	-1.1	1.37477	[-1, -4, 1, -1, -1, -2, 1, -2, -1, -1]
5864	satisfaction	1.9	0.9434	[1, 3, 2, 4, 2, 1, 1, 1, 2, 2]
5865	satisfactions	2.1	0.7	[3, 3, 3, 1, 2, 2, 1, 2, 2, 2]
5866	satisfactorily	1.6	1.11355	[1, 2, 2, -1, 2, 1, 3, 3, 1, 2]
5867	satisfactoriness	1.5	0.5	[1, 2, 1, 2, 2, 1, 2, 1, 2, 1]
5868	satisfactory	1.5	0.67082	[2, 3, 1, 1, 1, 2, 2, 1, 1, 1]
5869	satisfiable	1.9	0.83066	[3, 1, 2, 1, 2, 3, 1, 2, 3, 1]
5870	satisfied	1.8	0.6	[2, 2, 2, 1, 1, 2, 3, 1, 2, 2]
5871	satisfies	1.8	0.6	[3, 1, 2, 1, 1, 2, 2, 2, 2, 2]
5872	satisfy	2.0	0.63246	[3, 2, 2, 2, 2, 1, 1, 2, 3, 2]
5873	satisfying	2.0	1.48324	[2, 3, 2, 1, 3, 3, 3, 2, -2, 3]
5874	satisfyingly	1.9	0.9434	[1, 2, 2, 1, 2, 1, 4, 1, 3, 2]
5875	savage	-2.0	1.73205	[-3, -4, -3, 1, -2, -1, -3, -4, -2, 1]
5876	savaged	-2.0	1.34164	[-1, 0, -4, -3, -3, -3, -2, 0, -1, -3]
5877	savagely	-2.2	0.74833	[-2, -1, -3, -2, -2, -1, -2, -3, -3, -3]
5878	savageness	-2.6	1.0198	[-3, -1, -2, -3, -2, -1, -4, -4, -3, -3]
5879	savagenesses	-0.9	1.86815	[-2, 3, -1, -3, -2, 2, -3, -1, -1, -1]
5880	savageries	-1.9	1.75784	[-3, 1, -3, -4, -3, 1, -2, -3, 0, -3]
5881	savagery	-2.5	1.62788	[-2, -3, -3, -3, 2, -3, -3, -4, -4, -2]
5882	savages	-2.4	1.0198	[-2, -2, -3, -4, -3, -3, -2, 0, -2, -3]
5883	save	2.2	1.16619	[1, 3, 3, 1, 2, 1, 2, 4, 1, 4]
5884	saved	1.8	0.6	[1, 2, 2, 2, 1, 3, 2, 2, 1, 2]
5885	scam	-2.7	0.64031	[-2, -3, -3, -3, -2, -2, -4, -3, -3, -2]
5886	scams	-2.8	0.87178	[-3, -1, -3, -4, -4, -3, -2, -2, -3, -3]
5887	scandal	-1.9	1.81384	[-3, -2, -2, -4, 3, -3, -3, -1, -2, -2]
5888	scandalous	-2.4	0.8	[-2, -1, -3, -2, -4, -2, -3, -3, -2, -2]
5889	scandals	-2.2	0.9798	[-2, -3, -3, -2, -1, 0, -3, -3, -2, -3]
5890	scapegoat	-1.7	0.64031	[-3, -2, -2, -2, -1, -1, -1, -2, -1, -2]
5891	scapegoats	-1.4	0.8	[-1, -2, -2, -1, 0, -2, -2, 0, -2, -2]
5892	scare	-2.2	0.87178	[-2, -2, -4, -2, -3, -1, -2, -1, -2, -3]
5893	scarecrow	-0.8	0.9798	[-1, 0, -1, 0, 0, 0, -2, -3, -1, 0]
5894	scarecrows	-0.7	1.1	[2, 0, -1, -1, -1, -2, -1, -2, 0, -1]
5895	scared	-1.9	0.7	[-1, -1, -2, -3, -2, -3, -1, -2, -2, -2]
5896	scaremonger	-2.1	0.53852	[-1, -2, -2, -3, -2, -2, -3, -2, -2, -2]
5897	scaremongers	-2.0	1.0	[-2, -2, 0, -4, -2, -2, -1, -2, -3, -2]
5898	scarer	-1.7	0.78102	[-2, -1, -1, -2, -3, -1, -3, -1, -2, -1]
5899	scarers	-1.3	0.9	[-1, -2, -1, 0, 0, -1, -3, -2, -1, -2]
5900	scares	-1.4	0.4899	[-1, -1, -2, -1, -1, -2, -1, -2, -2, -1]
5901	scarey	-1.7	0.64031	[-1, -1, -2, -2, -1, -2, -1, -2, -3, -2]
5902	scaring	-1.9	1.22066	[-3, -2, -1, -3, -1, -3, -2, -2, 1, -3]
5903	scary	-2.2	0.87178	[-2, -1, -4, -3, -3, -2, -2, -2, -2, -1]
5904	sceptic	-1.0	0.89443	[-3, 0, -1, -1, -1, 0, 0, -2, -1, -1]
5905	sceptical	-1.2	0.4	[-1, -1, -1, -1, -1, -1, -1, -2, -2, -1]
5906	scepticism	-0.8	0.87178	[-1, -2, -2, 0, 0, -1, 1, -1, -1, -1]
5907	sceptics	-0.7	0.78102	[0, 0, 0, -1, -2, 0, -1, -1, 0, -2]
5908	scold	-1.7	0.78102	[-2, -1, -1, -1, -3, -3, -2, -2, -1, -1]
5909	scoop	0.6	0.8	[0, 0, 1, 0, 2, 0, 2, 0, 1, 0]
5910	scorn	-1.7	0.64031	[-2, -3, -2, -1, -1, -1, -1, -2, -2, -2]
5911	scornful	-1.8	1.16619	[-3, -3, -2, -1, -4, 0, -2, -1, -1, -1]
5912	scream	-1.7	0.78102	[0, -3, -1, -1, -2, -2, -2, -2, -2, -2]
5913	screamed	-1.3	1.1	[-2, -3, -2, -1, -1, -2, -2, -1, 1, 0]
5914	screamers	-1.5	0.92195	[-2, -1, -2, -2, -2, -2, -1, -2, 1, -2]
5915	screaming	-1.6	0.8	[0, -1, -1, -2, -3, -1, -2, -2, -2, -2]
5916	screams	-1.2	0.9798	[-1, -2, -2, -1, -1, -2, 1, -2, 0, -2]
5917	screw	-0.4	0.91652	[-1, -2, -1, 0, 0, 1, 0, -1, 1, -1]
5918	screwball	-0.2	0.87178	[0, -1, 0, 0, 1, 1, -1, 0, -2, 0]
5919	screwballs	-0.3	1.00499	[-2, 0, -2, -1, 0, 1, 0, 1, 0, 0]
5920	screwbean	0.3	0.64031	[0, 0, 0, 0, 0, 1, 0, 2, 0, 0]
5921	screwdriver	0.3	0.45826	[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]
5922	screwdrivers	0.1	0.53852	[-1, 0, 0, 1, 0, 0, 0, 1, 0, 0]
5923	screwed	-2.2	0.4	[-2, -2, -2, -2, -2, -3, -3, -2, -2, -2]
5924	screwed up	-1.5	0.67082	[-2, -2, -2, -1, -1, 0, -2, -1, -2, -2]
5925	screwer	-1.2	0.87178	[-1, -2, -1, -2, 0, 0, -2, 0, -2, -2]
5926	screwers	-0.5	1.5	[-2, -2, 0, -2, 0, 2, 2, -1, 0, -2]
5927	screwier	-0.6	1.2	[0, -1, 2, -2, -1, -2, -1, -1, 1, -1]
5928	screwiest	-2.0	0.89443	[-3, -2, -2, -4, -1, -2, -1, -1, -2, -2]
5929	screwiness	-0.5	1.80278	[-2, 0, -2, 3, -2, -1, -2, 1, 2, -2]
5930	screwing	-0.9	0.9434	[-1, 0, 0, 0, -1, -1, -3, -2, 0, -1]
5931	screwlike	0.1	1.04403	[2, -1, 0, 0, 0, 1, 0, 1, -2, 0]
5932	screws	-1.0	1.09545	[0, -3, 0, 0, -1, 0, -2, -2, -2, 0]
5933	screwup	-1.7	0.9	[-2, -2, -2, 1, -2, -2, -2, -2, -2, -2]
5934	screwups	-1.0	1.61245	[-2, -2, -2, -2, 0, 2, -2, -2, 2, -2]
5935	screwworm	-0.4	0.66332	[0, -1, 0, 0, 0, 0, -2, 0, -1, 0]
5936	screwworms	-0.1	1.22066	[-3, 0, -1, 0, 0, 0, 0, 2, 1, 0]
5937	screwy	-1.4	0.8	[-2, -2, -1, -1, -1, 0, -2, -1, -3, -1]
5938	scrumptious	2.1	1.22066	[3, 3, 0, 3, 2, 3, 1, 3, 0, 3]
5939	scrumptiously	1.5	1.43178	[2, 3, 3, -2, 1, 1, 2, 3, 1, 1]
5940	scumbag	-3.2	0.6	[-4, -3, -3, -2, -3, -4, -3, -3, -4, -3]
5941	secure	1.4	0.4899	[1, 2, 1, 1, 2, 1, 1, 2, 2, 1]
5942	secured	1.7	0.78102	[2, 2, 3, 1, 1, 2, 2, 0, 2, 2]
5943	securely	1.4	0.8	[2, 0, 1, 2, 1, 1, 1, 3, 2, 1]
5944	securement	1.1	0.7	[0, 2, 1, 1, 1, 0, 2, 2, 1, 1]
5945	secureness	1.4	0.66332	[2, 1, 1, 3, 1, 1, 1, 1, 2, 1]
5946	securer	1.5	0.67082	[1, 2, 2, 2, 1, 2, 1, 0, 2, 2]
5947	securers	0.6	0.91652	[1, 3, 0, 0, 1, 0, 0, 0, 0, 1]
5948	secures	1.3	0.64031	[1, 2, 2, 1, 1, 2, 1, 0, 2, 1]
5949	securest	2.6	0.8	[3, 3, 2, 3, 1, 4, 3, 2, 2, 3]
5950	securing	1.3	1.00499	[0, 3, 1, 1, 1, 3, 1, 1, 2, 0]
5951	securities	1.2	0.6	[1, 2, 2, 2, 1, 1, 1, 0, 1, 1]
5952	securitization	0.2	1.07703	[0, 0, 1, -1, 1, 0, -2, 0, 2, 1]
5953	securitizations	0.1	0.9434	[0, 0, 0, 0, 2, 0, -2, 0, 1, 0]
5954	securitize	0.3	1.34536	[2, 1, 0, 0, 2, 0, 1, 0, -3, 0]
5955	securitized	1.4	1.0198	[3, 0, 2, 2, 0, 1, 2, 2, 0, 2]
5956	securitizes	1.6	1.0198	[3, 0, 2, 2, 0, 1, 3, 2, 1, 2]
5957	securitizing	0.7	0.9	[2, 0, 0, 1, 2, 0, 2, 0, 0, 0]
5958	security	1.4	0.8	[1, 2, 3, 2, 1, 1, 2, 0, 1, 1]
5959	sedition	-1.8	1.249	[-3, -4, -2, -2, -2, -2, -1, -1, -2, 1]
5960	seditious	-1.7	0.64031	[-1, -2, -2, -1, -1, -1, -3, -2, -2, -2]
5961	seduced	-1.5	0.67082	[0, -1, -2, -2, -2, -2, -1, -1, -2, -2]
5962	self-confident	2.5	0.80623	[1, 3, 3, 3, 2, 3, 1, 3, 3, 3]
5963	selfish	-2.1	0.7	[-1, -2, -2, -3, -1, -2, -2, -2, -3, -3]
5964	selfishly	-1.4	0.91652	[-3, 0, -1, -1, -1, -2, -3, -1, -1, -1]
5965	selfishness	-1.7	0.64031	[-1, -1, -1, -2, -2, -1, -2, -2, -3, -2]
5966	selfishnesses	-2.0	1.94936	[-4, -3, -1, -3, -2, -4, 2, 1, -3, -3]
5967	sentence	0.3	0.64031	[0, 0, 0, 0, 1, 2, 0, 0, 0, 0]
5968	sentenced	-0.1	1.3	[0, -2, 2, -1, 0, -2, 2, 0, 0, 0]
5969	sentences	0.2	1.07703	[0, 0, 2, 0, 0, -2, 2, 0, 0, 0]
5970	sentencing	-0.6	1.8	[-2, 0, -3, -2, 2, 3, 0, -1, -1, -2]
5971	sentimental	1.3	0.64031	[2, 1, 1, 2, 1, 0, 1, 2, 2, 1]
5972	sentimentalise	1.2	0.87178	[2, 1, 0, 3, 2, 1, 1, 0, 1, 1]
5973	sentimentalised	0.8	1.16619	[2, 1, 1, 0, 0, 2, 3, -1, 0, 0]
5974	sentimentalising	0.4	0.91652	[0, 2, 0, 0, 0, -1, 1, 0, 2, 0]
5975	sentimentalism	1.0	0.63246	[2, 1, 0, 2, 1, 1, 1, 0, 1, 1]
5976	sentimentalisms	0.4	0.8	[0, 1, 1, 0, 0, 2, 1, 0, 0, -1]
5977	sentimentalist	0.8	0.87178	[2, 1, 0, 2, 0, 1, 2, 0, 0, 0]
5978	sentimentalists	0.7	0.78102	[0, 0, 1, 0, 0, 1, 1, 2, 0, 2]
5979	sentimentalities	0.9	0.83066	[2, 1, 1, 2, 1, 0, 0, 2, 0, 0]
5980	sentimentality	1.2	1.46969	[-2, 1, 1, 2, 2, 0, 4, 2, 1, 1]
5981	sentimentalization	1.2	0.87178	[0, 1, 2, 0, 1, 1, 3, 1, 2, 1]
5982	sentimentalizations	0.4	0.8	[0, 1, 0, 1, 0, 0, 0, 2, -1, 1]
5983	sentimentalize	0.8	1.07703	[2, 0, 0, 2, 0, 2, 1, -1, 2, 0]
5984	sentimentalized	1.1	1.22066	[3, 0, 2, 0, 1, 3, 2, 0, 0, 0]
5985	sentimentalizes	1.1	1.37477	[3, 0, 1, 0, 1, 4, 2, 0, 0, 0]
5986	sentimentalizing	0.8	0.87178	[1, 1, 1, 1, 2, 0, -1, 1, 0, 2]
5987	sentimentally	1.9	0.9434	[3, 2, 3, 1, 0, 2, 1, 2, 3, 2]
5988	serene	2.0	1.0	[1, 1, 3, 2, 2, 4, 3, 2, 1, 1]
5989	serious	-0.3	0.45826	[0, -1, 0, -1, -1, 0, 0, 0, 0, 0]
5990	seriously	-0.7	1.34536	[-3, -2, 0, 0, -1, -2, 2, -1, 0, 0]
5991	seriousness	-0.2	1.16619	[0, 2, 0, 0, 0, 0, -3, -1, 0, 0]
5992	severe	-1.6	1.8	[-3, -2, -4, 1, -2, -3, 2, -1, -1, -3]
5993	severed	-1.5	0.5	[-1, -1, -2, -1, -2, -1, -1, -2, -2, -2]
5994	severely	-2.0	0.89443	[-2, -1, -1, -2, -2, -1, -3, -2, -4, -2]
5995	severeness	-1.0	1.73205	[0, 0, -1, -4, 1, -2, 0, 1, -1, -4]
5996	severer	-1.6	1.49666	[-2, -3, -2, -1, -2, 2, -4, -1, -1, -2]
5997	severest	-1.5	1.85742	[-4, -1, 2, -2, -2, -3, -4, -1, 1, -1]
5998	sexy	2.4	0.8	[2, 3, 3, 4, 2, 2, 2, 2, 3, 1]
5999	shake	-0.7	0.9	[-2, 0, 0, -2, 1, -1, 0, -1, -1, -1]
